"nom","dept","comm","arr","tncc","population","latitude","longitude"
"Beussent","62","123","4","0","521","50.546390000000002","1.7922199999999999"
"Beutin","62","124","4","0","502","50.490900000000003","1.7270000000000001"
"Beuvrequen","62","125","3","0","410","50.802500000000002","1.6658299999999999"
"Beuvry","62","126","2","0","8982","50.5197","2.6800999999999999"
"Bezinghem","62","127","4","0","363","50.594439999999999","1.8261099999999999"
"Biache-Saint-Vaast","62","128","1","0","3940","50.311669999999999","2.9441700000000002"
"Biefvillers-lès-Bapaume","62","129","1","0","111","50.115279999999998","2.82361"
"Bienvillers-au-Bois","62","130","1","0","621","50.17333","2.6183299999999998"
"Bihucourt","62","131","1","0","379","50.126109999999997","2.7997200000000002"
"Billy-Berclau","62","132","2","0","4428","50.518889999999999","2.8675000000000002"
"Billy-Montigny","62","133","7","0","8222","50.418059999999997","2.91194"
"Bimont","62","134","4","0","137","50.54222","1.90333"
"Blairville","62","135","1","0","303","50.219720000000002","2.7141700000000002"
"Blangerval-Blangermont","62","137","1","0","98","50.323500000000003","2.2319"
"Blangy-sur-Ternoise","62","138","4","0","787","50.421669999999999","2.1694399999999998"
"Blendecques","62","139","5","0","5317","50.716940000000001","2.2763900000000001"
"Bléquin","62","140","5","0","439","50.663699999999999","1.9898"
"Blessy","62","141","2","0","863","50.615000000000002","2.3319399999999999"
"Blingel","62","142","4","0","118","50.408610000000003","2.14778"
"Boffles","62","143","1","0","47","50.254440000000002","2.2025000000000001"
"Boiry-Becquerelle","62","144","1","0","418","50.213610000000003","2.81528"
"Boiry-Notre-Dame","62","145","1","0","463","50.273060000000001","2.9438900000000001"
"Boiry-Saint-Martin","62","146","1","0","289","50.199440000000003","2.7597200000000002"
"Boiry-Sainte-Rictrude","62","147","1","0","394","50.20167","2.7549999999999999"
"Bois-Bernard","62","148","1","0","830","50.3825","2.9113899999999999"
"Boisdinghem","62","149","5","0","237","50.748609999999999","2.0941700000000001"
"Boisjean","62","150","4","0","496","50.406300000000002","1.7684"
"Boisleux-au-Mont","62","151","1","0","513","50.210099999999997","2.7827000000000002"
"Boisleux-Saint-Marc","62","152","1","0","226","50.211939999999998","2.7988900000000001"
"Bomy","62","153","5","0","608","50.573889999999999","2.2349999999999999"
"Bonnières","62","154","1","0","678","50.244169999999997","2.2602799999999998"
"Bonningues-lès-Ardres","62","155","5","0","693","50.793059999999997","2.01444"
"Bonningues-lès-Calais","62","156","6","0","652","50.890279999999997","1.7747200000000001"
"Boubers-lès-Hesmond","62","157","4","0","72","50.475279999999998","1.9491700000000001"
"Boubers-sur-Canche","62","158","1","0","617","50.290280000000003","2.2369400000000002"
"Boulogne-sur-Mer","62","160","3","0","43805","50.725560000000002","1.61389"
"Bouquehault","62","161","6","0","708","50.82667","1.90333"
"Bourecq","62","162","2","0","572","50.57056","2.4352800000000001"
"Bouret-sur-Canche","62","163","1","0","251","50.268599999999999","2.3246000000000002"
"Bourlon","62","164","1","0","1240","50.177700000000002","3.1175000000000002"
"Bournonville","62","165","3","0","224","50.705280000000002","1.8500000000000001"
"Bours","62","166","1","0","589","50.453330000000001","2.4100000000000001"
"Boursin","62","167","6","0","272","50.776389999999999","1.835"
"Bourthes","62","168","4","0","736","50.606389999999998","1.93333"
"Bouvelinghem","62","169","5","0","252","50.733330000000002","2.0333299999999999"
"Bouvigny-Boyeffles","62","170","7","0","2559","50.421390000000002","2.6722199999999998"
"Boyaval","62","171","1","0","139","50.474170000000001","2.3041700000000001"
"Boyelles","62","172","1","0","281","50.203330000000001","2.81528"
"Brebières","62","173","1","0","4953","50.337000000000003","3.0238999999999998"
"Brêmes","62","174","5","0","1317","50.854999999999997","1.9697199999999999"
"Brévillers","62","175","4","0","153","50.346670000000003","2.0158299999999998"
"Bréxent-Énocq","62","176","4","0","691","50.510280000000002","1.7294400000000001"
"Brimeux","62","177","4","0","820","50.44444","1.83389"
"Bruay-la-Buissière","62","178","2","0","23869","50.481000000000002","2.5487000000000002"
"Brunembert","62","179","3","0","383","50.713889999999999","1.89333"
"Brias","62","180","1","0","310","50.408999999999999","2.3822000000000001"
"Bucquoy","62","181","1","0","1576","50.140000000000001","2.7086100000000002"
"Buire-au-Bois","62","182","1","0","219","50.262219999999999","2.1522199999999998"
"Buire-le-Sec","62","183","4","0","800","50.383330000000001","1.8333299999999999"
"Buissy","62","184","1","0","248","50.206389999999999","3.0411100000000002"
"Bullecourt","62","185","1","0","251","50.192219999999999","2.9277799999999998"
"Bully-les-Mines","62","186","7","0","12469","50.441940000000002","2.72444"
"Buneville","62","187","1","0","175","50.324440000000003","2.35833"
"Burbure","62","188","2","0","3005","50.538609999999998","2.4669400000000001"
"Bus","62","189","1","0","128","50.065199999999997","2.9653999999999998"
"Busnes","62","190","2","0","1290","50.587780000000002","2.5183300000000002"
"Caffiers","62","191","6","0","730","50.840000000000003","1.8116699999999999"
"Cagnicourt","62","192","1","0","426","50.2119","2.9977999999999998"
"Calais","62","193","6","0","74573","50.947200000000002","1.8566"
"Calonne-Ricouart","62","194","2","0","5796","50.486939999999997","2.4836100000000001"
"Calonne-sur-la-Lys","62","195","2","0","1637","50.622779999999999","2.6166700000000001"
"Calotterie","62","196","4","3","659","50.476500000000001","1.7279"
"Camblain-Châtelain","62","197","2","0","1707","50.482219999999998","2.46306"
"Cambligneul","62","198","1","0","335","50.380000000000003","2.6152799999999998"
"Camblain-l'Abbé","62","199","1","0","789","50.373060000000002","2.6369400000000001"
"Cambrin","62","200","2","0","990","50.511600000000001","2.7431000000000001"
"Camiers","62","201","4","0","2820","50.566110000000002","1.61361"
"Campagne-lès-Boulonnais","62","202","4","0","706","50.612780000000001","1.9975000000000001"
"Campagne-lès-Guines","62","203","6","0","468","50.8401","1.9043000000000001"
"Campagne-lès-Hesdin","62","204","4","0","1804","50.397500000000001","1.8766700000000001"
"Campagne-lès-Wardrecques","62","205","5","0","1169","50.719439999999999","2.3333300000000001"
"Campigneulles-les-Grandes","62","206","4","0","324","50.435560000000002","1.71333"
"Campigneulles-les-Petites","62","207","4","0","613","50.445279999999997","1.7336100000000001"
"Canettemont","62","208","1","0","64","50.278060000000004","2.3655599999999999"
"Canlers","62","209","4","0","189","50.482500000000002","2.1458300000000001"
"Canteleux","62","210","1","0","17","50.215499999999999","2.3083999999999998"
"Capelle-Fermont","62","211","1","0","197","50.351939999999999","2.6161099999999999"
"Capelle-lès-Hesdin","62","212","4","0","478","50.341500000000003","1.9979"
"Carency","62","213","1","0","720","50.378610000000002","2.70417"
"Carly","62","214","3","0","576","50.651940000000003","1.70194"
"Carvin","62","215","7","0","17275","50.49306","2.9580600000000001"
"Cauchie","62","216","1","3","208","50.201099999999997","2.5829"
"Cauchy-à-la-Tour","62","217","2","0","3007","50.503889999999998","2.45139"
"Caucourt","62","218","2","0","329","50.398890000000002","2.5713900000000001"
"Caumont","62","219","4","0","190","50.288609999999998","2.0299999999999998"
"Cavron-Saint-Martin","62","220","4","0","501","50.41639","1.99722"
"Chelers","62","221","1","0","296","50.375830000000001","2.4852799999999999"
"Chériennes","62","222","4","0","158","50.313890000000001","2.0355599999999998"
"Chérisy","62","223","1","0","295","50.234169999999999","2.91194"
"Chocques","62","224","2","0","3028","50.541939999999997","2.5730599999999999"
"Clairmarais","62","225","5","0","642","50.773609999999998","2.2999999999999998"
"Clarques","62","226","5","0","296","50.646389999999997","2.2772199999999998"
"Clenleu","62","227","4","0","194","50.523299999999999","1.871"
"Clerques","62","228","5","0","270","50.793059999999997","1.99444"
"Cléty","62","229","5","0","691","50.651940000000003","2.18167"
"Colembert","62","230","3","0","786","50.746670000000002","1.8413900000000001"
"Colline-Beaumont","62","231","4","0","137","50.339700000000001","1.6819999999999999"
"Comté","62","232","1","3","839","50.427","2.5009999999999999"
"Conchil-le-Temple","62","233","4","0","1061","50.3675","1.6644399999999999"
"Conchy-sur-Canche","62","234","1","0","194","50.301940000000002","2.1994400000000001"
"Condette","62","235","3","0","2673","50.654440000000001","1.6333299999999999"
"Contes","62","236","4","0","323","50.408610000000003","1.96028"
"Conteville-lès-Boulogne","62","237","3","0","480","50.744720000000001","1.73167"
"Conteville-en-Ternois","62","238","1","0","90","50.432400000000001","2.3246000000000002"
"Coquelles","62","239","6","0","2329","50.935499999999998","1.7999000000000001"
"Corbehem","62","240","1","0","2243","50.335560000000001","3.0491700000000002"
"Cormont","62","241","4","0","306","50.561390000000003","1.7352799999999999"
"Couin","62","242","1","0","106","50.134999999999998","2.5305599999999999"
"Coullemont","62","243","1","0","109","50.215499999999999","2.4748999999999999"
"Coulogne","62","244","6","0","5918","50.924700000000001","1.8854"
"Coulomby","62","245","5","0","670","50.705559999999998","2.0108299999999999"
"Coupelle-Neuve","62","246","4","0","218","50.500279999999997","2.11972"
"Coupelle-Vieille","62","247","4","0","555","50.524439999999998","2.09972"
"Courcelles-le-Comte","62","248","1","0","455","50.162500000000001","2.7747199999999999"
"Courcelles-lès-Lens","62","249","7","0","6173","50.417999999999999","3.0185"
"Courrières","62","250","7","0","10673","50.458060000000003","2.9472200000000002"
"Courset","62","251","3","0","677","50.646389999999997","1.84111"
"Couture","62","252","2","3","2692","50.581800000000001","2.7124999999999999"
"Couturelle","62","253","1","0","102","50.20861","2.5"
"Coyecques","62","254","5","0","597","50.60333","2.1825000000000001"
"Crémarest","62","255","3","0","785","50.699440000000003","1.7849999999999999"
"Crépy","62","256","4","0","154","50.475279999999998","2.2027800000000002"
"Créquy","62","257","4","0","504","50.493600000000001","2.0474000000000001"
"Croisette","62","258","1","0","315","50.353200000000001","2.2616000000000001"
"Croisilles","62","259","1","0","1434","50.200200000000002","2.8807999999999998"
"Croix-en-Ternois","62","260","1","0","315","50.382899999999999","2.2823000000000002"
"Cucq","62","261","4","0","5299","50.476939999999999","1.6186100000000001"
"Cuinchy","62","262","2","0","1783","50.519440000000003","2.7486100000000002"
"Dainville","62","263","1","0","5681","50.281939999999999","2.72722"
"Dannes","62","264","3","0","1310","50.589170000000003","1.61389"
"Delettes","62","265","5","0","1166","50.6175","2.21306"
"Denier","62","266","1","0","66","50.288060000000002","2.4438900000000001"
"Dennebrœucq","62","267","5","0","377","50.573700000000002","2.1536"
"Desvres","62","268","3","0","5221","50.66778","1.8344400000000001"
"Diéval","62","269","1","0","789","50.434719999999999","2.4491700000000001"
"Divion","62","270","2","0","7184","50.47222","2.5013899999999998"
"Dohem","62","271","5","0","797","50.638060000000003","2.1858300000000002"
"Douchy-lès-Ayette","62","272","1","0","321","50.176110000000001","2.7172200000000002"
"Doudeauville","62","273","3","0","513","50.611939999999997","1.82917"
"Dourges","62","274","7","0","5662","50.436109999999999","2.9866700000000002"
"Douriez","62","275","4","0","314","50.332500000000003","1.8782000000000001"
"Douvrin","62","276","2","0","5040","50.509799999999998","2.8321999999999998"
"Drocourt","62","277","7","0","3009","50.391109999999998","2.9266700000000001"
"Drouvin-le-Marais","62","278","2","0","553","50.493600000000001","2.6297000000000001"
"Duisans","62","279","1","0","1459","50.308199999999999","2.6855000000000002"
"Dury","62","280","1","0","346","50.246940000000002","3.00806"
"Echinghen","62","281","3","1","385","50.703330000000001","1.6480600000000001"
"Éclimeux","62","282","4","1","169","50.398060000000001","2.1797200000000001"
"Écoivres","62","283","1","1","113","50.323500000000003","2.2886000000000002"
"Écourt-Saint-Quentin","62","284","1","1","1776","50.25056","3.07111"
"Écoust-Saint-Mein","62","285","1","1","509","50.181939999999997","2.9102800000000002"
"Ecquedecques","62","286","2","1","490","50.561109999999999","2.4480599999999999"
"Ecques","62","288","5","1","2060","50.670000000000002","2.2861099999999999"
"Écuires","62","289","4","1","809","50.446669999999997","1.76111"
"Écurie","62","290","1","1","426","50.329720000000002","2.76972"
"Éleu-dit-Leauwette","62","291","7","1","2920","50.420830000000002","2.8111100000000002"
"Elnes","62","292","5","1","938","50.690280000000001","2.1261100000000002"
"Embry","62","293","4","1","248","50.492780000000003","1.96722"
"Enguinegatte","62","294","5","1","461","50.607900000000001","2.2715000000000001"
"Enquin-les-Mines","62","295","5","1","1090","50.587499999999999","2.2855599999999998"
"Enquin-sur-Baillons","62","296","4","1","237","50.572499999999998","1.8372200000000001"
"Éperlecques","62","297","5","1","3281","50.805900000000001","2.1526999999999998"
"Épinoy","62","298","1","1","542","50.229900000000001","3.1634000000000002"
"Eps","62","299","1","1","259","50.454720000000002","2.29583"
"Équihen-Plage","62","300","3","1","2935","50.676940000000002","1.5725"
"Équirre","62","301","1","1","56","50.472499999999997","2.2366700000000002"
"Ergny","62","302","4","1","228","50.583599999999997","1.9817"
"Érin","62","303","1","1","198","50.439169999999997","2.2097199999999999"
"Erny-Saint-Julien","62","304","5","1","330","50.585830000000001","2.2544400000000002"
"Ervillers","62","306","1","1","401","50.161110000000001","2.82361"
"Escalles","62","307","6","1","306","50.917499999999997","1.7143999999999999"
"Escœuilles","62","308","5","1","459","50.7258","1.9268000000000001"
"Esquerdes","62","309","5","1","1603","50.704720000000002","2.1872199999999999"
"Essars","62","310","2","1","1654","50.546939999999999","2.6644399999999999"
"Estevelles","62","311","7","1","1830","50.475279999999998","2.9077799999999998"
"Estrée","62","312","4","1","311","50.499000000000002","1.7908999999999999"
"Estrée-Blanche","62","313","2","1","959","50.593499999999999","2.3218999999999999"
"Estrée-Cauchy","62","314","2","1","375","50.397779999999997","2.6094400000000002"
"Estréelles","62","315","4","1","361","50.498890000000003","1.78389"
"Estrée-Wamin","62","316","1","1","175","50.272199999999998","2.4037999999999999"
"Étaing","62","317","1","1","454","50.273609999999998","2.9997199999999999"
"Étaples","62","318","4","1","11442","50.517780000000002","1.64056"
"Éterpigny","62","319","1","1","237","50.25806","2.9797199999999999"
"Étrun","62","320","1","1","341","50.314169999999997","2.7011099999999999"
"Évin-Malmaison","62","321","7","1","4574","50.438330000000001","3.0333299999999999"
"Famechon","62","322","1","0","122","50.142600000000002","2.4685999999999999"
"Fampoux","62","323","1","0","1152","50.302219999999998","2.8716699999999999"
"Farbus","62","324","1","0","552","50.356940000000002","2.8241700000000001"
"Fauquembergues","62","325","5","0","1003","50.601109999999998","2.0980599999999998"
"Favreuil","62","326","1","0","253","50.124169999999999","2.8569399999999998"
"Febvin-Palfart","62","327","5","0","538","50.538330000000002","2.31528"
"Ferfay","62","328","2","0","957","50.518329999999999","2.4244400000000002"
"Ferques","62","329","3","0","1865","50.829169999999998","1.76"
"Festubert","62","330","2","0","1336","50.543329999999997","2.7366700000000002"
"Feuchy","62","331","1","0","1065","50.293799999999997","2.8466"
"Ficheux","62","332","1","0","507","50.226939999999999","2.73861"
"Fiefs","62","333","1","0","403","50.503889999999998","2.32639"
"Fiennes","62","334","6","0","888","50.82667","1.825"
"Fillièvres","62","335","4","0","538","50.318890000000003","2.1608299999999998"
"Fléchin","62","336","5","0","523","50.558889999999998","2.29278"
"Flers","62","337","1","0","194","50.320799999999998","2.2544"
"Fleurbaix","62","338","2","0","2749","50.65222","2.8327800000000001"
"Fleury","62","339","1","0","133","50.421939999999999","2.2549999999999999"
"Floringhem","62","340","1","0","878","50.496110000000002","2.42639"
"Foncquevillers","62","341","1","0","476","50.148000000000003","2.6315"
"Fontaine-lès-Boulans","62","342","1","0","87","50.497500000000002","2.2747199999999999"
"Fontaine-lès-Croisilles","62","343","1","0","286","50.218609999999998","2.9086099999999999"
"Fontaine-lès-Hermans","62","344","1","0","110","50.526389999999999","2.34917"
"Fontaine-l'Étalon","62","345","1","0","126","50.305500000000002","2.0644999999999998"
"Fortel-en-Artois","62","346","1","0","221","50.2575","2.2269399999999999"
"Fosseux","62","347","1","0","140","50.255830000000003","2.5636100000000002"
"Foufflin-Ricametz","62","348","1","0","127","50.349719999999998","2.3855599999999999"
"Fouquereuil","62","349","2","0","1252","50.518889999999999","2.6011099999999998"
"Fouquières-lès-Béthune","62","350","2","0","1118","50.515000000000001","2.61083"
"Fouquières-lès-Lens","62","351","7","0","6587","50.428609999999999","2.9127800000000001"
"Framecourt","62","352","1","0","111","50.328890000000001","2.30667"
"Frémicourt","62","353","1","0","290","50.111109999999996","2.9022199999999998"
"Frencq","62","354","4","0","796","50.560560000000002","1.6983299999999999"
"Fresnes-lès-Montauban","62","355","1","0","502","50.333060000000003","2.9311099999999999"
"Fresnicourt-le-Dolmen","62","356","2","0","839","50.418059999999997","2.59972"
"Fresnoy","62","357","4","0","75","50.367600000000003","2.1301999999999999"
"Fresnoy-en-Gohelle","62","358","1","0","262","50.365560000000002","2.8897200000000001"
"Fressin","62","359","4","0","554","50.446800000000003","2.0554999999999999"
"Fréthun","62","360","6","0","1154","50.916939999999997","1.8247199999999999"
"Frévent","62","361","1","0","3875","50.276699999999998","2.2886000000000002"
"Frévillers","62","362","1","0","249","50.39667","2.52278"
"Frévin-Capelle","62","363","1","0","407","50.350560000000002","2.6344400000000001"
"Fruges","62","364","4","0","2871","50.514719999999997","2.1338900000000001"
"Galametz","62","365","4","0","182","50.328330000000001","2.1386099999999999"
"Gauchin-Légal","62","366","2","0","351","50.414999999999999","2.5819399999999999"
"Gauchin-Verloingt","62","367","1","0","911","50.394599999999997","2.3129"
"Gaudiempré","62","368","1","0","183","50.177779999999998","2.5302799999999999"
"Gavrelle","62","369","1","0","579","50.329439999999998","2.88611"
"Gennes-Ivergny","62","370","1","0","133","50.263199999999998","2.0474000000000001"
"Givenchy-en-Gohelle","62","371","1","0","2098","50.392780000000002","2.7722199999999999"
"Givenchy-le-Noble","62","372","1","0","142","50.301389999999998","2.4963899999999999"
"Givenchy-lès-la-Bassée","62","373","2","0","928","50.528700000000001","2.7584"
"Gomiécourt","62","374","1","0","158","50.150700000000001","2.8007"
"Gommecourt","62","375","1","0","115","50.139899999999997","2.6459000000000001"
"Gonnehem","62","376","2","0","2408","50.561669999999999","2.57389"
"Gosnay","62","377","2","0","1054","50.5075","2.5866699999999998"
"Gouves","62","378","1","0","190","50.29833","2.6358299999999999"
"Gouy-en-Artois","62","379","1","0","351","50.246940000000002","2.5952799999999998"
"Gouy-Servins","62","380","7","0","332","50.403599999999997","2.6503999999999999"
"Gouy-en-Ternois","62","381","1","0","173","50.31944","2.41194"
"Gouy-Saint-André","62","382","4","0","644","50.373609999999999","1.8980600000000001"
"Gouy-sous-Bellonne","62","383","1","0","1248","50.311669999999999","3.0558299999999998"
"Graincourt-lès-Havrincourt","62","384","1","0","652","50.14472","3.1094400000000002"
"Grand-Rullecourt","62","385","1","0","400","50.254199999999997","2.4748999999999999"
"Grenay","62","386","7","0","6766","50.452219999999997","2.7430599999999998"
"Grévillers","62","387","1","0","382","50.106110000000001","2.8111100000000002"
"Grigny","62","388","4","0","305","50.384700000000002","2.0672000000000001"
"Grincourt-lès-Pas","62","389","1","0","42","50.168610000000001","2.4938899999999999"
"Groffliers","62","390","4","0","1513","50.384720000000002","1.6158300000000001"
"Guarbecque","62","391","2","0","1427","50.61083","2.4894400000000001"
"Guémappe","62","392","1","0","368","50.253889999999998","2.88917"
"Guemps","62","393","5","0","974","50.914999999999999","1.99583"
"Guigny","62","395","4","0","170","50.329999999999998","1.99861"
"Guinecourt","62","396","1","0","19","50.348889999999997","2.2255600000000002"
"Guînes","62","397","6","0","5709","50.868000000000002","1.8746"
"Guisy","62","398","4","0","299","50.388890000000004","2.0019399999999998"
"Habarcq","62","399","1","1","688","50.30583","2.61056"
"Haillicourt","62","400","2","1","4953","50.476109999999998","2.5847199999999999"
"Haisnes","62","401","2","1","4511","50.50806","2.8016700000000001"
"Halinghen","62","402","3","1","313","50.602499999999999","1.69194"
"Hallines","62","403","5","1","1328","50.708889999999997","2.21"
"Halloy","62","404","1","1","240","50.157780000000002","2.4258299999999999"
"Hamblain-les-Prés","62","405","1","1","501","50.293329999999997","2.9605600000000001"
"Hamelincourt","62","406","1","1","265","50.183889999999998","2.7991700000000002"
"Ham-en-Artois","62","407","2","0","1014","50.588889999999999","2.4580600000000001"
"Hames-Boucres","62","408","6","0","1451","50.881390000000003","1.8427800000000001"
"Hannescamps","62","409","1","1","193","50.16639","2.6397200000000001"
"Haplincourt","62","410","1","1","195","50.090000000000003","2.9313899999999999"
"Haravesnes","62","411","1","1","49","50.287219999999998","2.1299999999999999"
"Hardinghen","62","412","6","1","1139","50.799439999999997","1.8213900000000001"
"Harnes","62","413","7","1","12451","50.445","2.9058299999999999"
"Haucourt","62","414","1","1","262","50.247900000000001","2.9537"
"Haute-Avesnes","62","415","1","0","418","50.328899999999997","2.6423000000000001"
"Hautecloque","62","416","1","0","224","50.335279999999997","2.3144399999999998"
"Hauteville","62","418","1","1","321","50.272199999999998","2.5739000000000001"
"Haut-Loquin","62","419","5","0","160","50.740200000000002","1.9681999999999999"
"Havrincourt","62","421","1","1","394","50.1111","3.0869"
"Hébuterne","62","422","1","1","543","50.125279999999997","2.6355599999999999"
"Helfaut","62","423","5","1","1727","50.697780000000002","2.2430599999999998"
"Hendecourt-lès-Cagnicourt","62","424","1","1","327","50.210000000000001","2.9483299999999999"
"Hendecourt-lès-Ransart","62","425","1","1","120","50.205280000000002","2.7319399999999998"
"Héninel","62","426","1","1","210","50.238059999999997","2.86361"
"Hénin-Beaumont","62","427","7","1","26728","50.421109999999999","2.9500000000000002"
"Hénin-sur-Cojeul","62","428","1","1","502","50.224719999999998","2.8344399999999998"
"Henneveux","62","429","3","1","313","50.723329999999997","1.85111"
"Hénu","62","430","1","1","165","50.154440000000001","2.5247199999999999"
"Herbelles","62","431","5","1","509","50.655279999999998","2.2225000000000001"
"Herbinghen","62","432","6","1","387","50.772779999999997","1.91167"
"Héricourt","62","433","1","1","107","50.345559999999999","2.2541699999999998"
"Herlière","62","434","1","3","159","50.208300000000001","2.5594999999999999"
"Herlincourt","62","435","1","1","117","50.344720000000002","2.3008299999999999"
"Herlin-le-Sec","62","436","1","1","184","50.354999999999997","2.32944"
"Herly","62","437","4","1","326","50.546939999999999","1.9869399999999999"
"Hermaville","62","438","1","1","558","50.322600000000001","2.5874000000000001"
"Hermelinghen","62","439","6","1","348","50.802219999999998","1.8602799999999999"
"Hermies","62","440","1","1","1192","50.111939999999997","3.0377800000000001"
"Hermin","62","441","2","1","212","50.418329999999997","2.5591699999999999"
"Hernicourt","62","442","1","1","504","50.405279999999998","2.30667"
"Hersin-Coupigny","62","443","7","1","6279","50.446109999999997","2.64778"
"Hervelinghen","62","444","3","1","237","50.88194","1.71167"
"Hesdigneul-lès-Béthune","62","445","2","1","824","50.501390000000001","2.59111"
"Hesdigneul-lès-Boulogne","62","446","3","1","747","50.659170000000003","1.66944"
"Hesdin","62","447","4","1","2334","50.373899999999999","2.0375000000000001"
"Hesdin-l'Abbé","62","448","3","1","1925","50.668610000000001","1.6811100000000001"
"Hesmond","62","449","4","1","184","50.454900000000002","1.9466000000000001"
"Hestrus","62","450","1","1","247","50.447780000000002","2.3300000000000001"
"Heuchin","62","451","1","1","577","50.476390000000002","2.26972"
"Heuringhem","62","452","5","1","1353","50.695","2.2825000000000002"
"Hézecques","62","453","4","1","116","50.531399999999998","2.1806000000000001"
"Hinges","62","454","2","1","2283","50.565280000000001","2.62222"
"Hocquinghen","62","455","6","1","110","50.768610000000002","1.9380599999999999"
"Houchin","62","456","2","1","721","50.482500000000002","2.62222"
"Houdain","62","457","2","1","7708","50.452199999999998","2.5379"
"Houlle","62","458","5","0","998","50.796109999999999","2.1727799999999999"
"Houvin-Houvigneul","62","459","1","1","240","50.29806","2.3844400000000001"
"Hubersent","62","460","4","1","256","50.581389999999999","1.7275"
"Huby-Saint-Leu","62","461","4","1","952","50.382219999999997","2.03722"
"Huclier","62","462","1","1","117","50.430280000000003","2.3563900000000002"
"Hucqueliers","62","463","4","1","579","50.568890000000003","1.90639"
"Hulluch","62","464","7","1","3121","50.48583","2.8166699999999998"
"Humbercamps","62","465","1","1","235","50.185279999999999","2.57389"
"Humbert","62","466","4","1","243","50.504719999999999","1.9069400000000001"
"Humerœuille","62","467","1","1","148","50.404499999999999","2.2139000000000002"
"Humières","62","468","1","1","220","50.388300000000001","2.2075999999999998"
"Inchy-en-Artois","62","469","1","1","619","50.179499999999997","3.0527000000000002"
"Incourt","62","470","4","1","69","50.390830000000001","2.1519400000000002"
"Inghem","62","471","5","1","360","50.66722","2.2438899999999999"
"Inxent","62","472","4","1","174","50.533329999999999","1.7833300000000001"
"Isbergues","62","473","2","1","9397","50.623330000000003","2.4566699999999999"
"Isques","62","474","3","1","1188","50.675829999999998","1.6499999999999999"
"Ivergny","62","475","1","1","268","50.238900000000001","2.3929999999999998"
"Izel-lès-Équerchin","62","476","1","1","933","50.361669999999997","2.9500000000000002"
"Izel-lès-Hameau","62","477","1","1","714","50.314500000000002","2.5325000000000002"
"Journy","62","478","5","0","279","50.752780000000001","1.9950000000000001"
"Labeuvrière","62","479","2","0","1717","50.520000000000003","2.5630600000000001"
"Labourse","62","480","2","0","2329","50.499000000000002","2.681"
"Labroye","62","481","4","0","182","50.278500000000001","1.9898"
"Lacres","62","483","3","0","245","50.594439999999999","1.7511099999999999"
"Lagnicourt-Marcel","62","484","1","0","349","50.157780000000002","2.9561099999999998"
"Laires","62","485","5","0","351","50.540559999999999","2.25556"
"Lambres","62","486","2","0","1079","50.616900000000001","2.3975"
"Landrethun-le-Nord","62","487","3","0","1217","50.84722","1.78417"
"Landrethun-lès-Ardres","62","488","5","0","709","50.825000000000003","1.9594400000000001"
"Lapugnoy","62","489","2","0","3319","50.516390000000001","2.5402800000000001"
"Lattre-Saint-Quentin","62","490","1","0","251","50.288330000000002","2.5805600000000002"
"Laventie","62","491","2","0","4936","50.627699999999997","2.7719"
"Lebiez","62","492","4","0","259","50.468609999999998","1.98139"
"Lebucquière","62","493","1","0","254","50.112499999999997","2.96611"
"Léchelle","62","494","1","0","63","50.057099999999998","2.9744000000000002"
"Ledinghem","62","495","5","0","316","50.65361","1.9922200000000001"
"Lefaux","62","496","4","0","272","50.54278","1.6597200000000001"
"Leforest","62","497","7","0","7198","50.437220000000003","3.0641699999999998"
"Lens","62","498","7","0","35748","50.4315","2.8331"
"Lépine","62","499","4","0","294","50.377780000000001","1.72611"
"Lespesses","62","500","2","0","424","50.562779999999997","2.4241700000000002"
"Lespinoy","62","501","4","0","221","50.428609999999999","1.8758300000000001"
"Lestrem","62","502","2","0","4331","50.622219999999999","2.6850000000000001"
"Leubringhen","62","503","3","0","333","50.857779999999998","1.72139"
"Leulinghem","62","504","5","0","241","50.7348","2.1644000000000001"
"Leulinghen-Bernes","62","505","3","0","418","50.830559999999998","1.7180599999999999"
"Licques","62","506","6","0","1596","50.78528","1.9366699999999999"
"Liencourt","62","507","1","0","278","50.271940000000001","2.4527800000000002"
"Lières","62","508","2","0","377","50.553609999999999","2.4183300000000001"
"Liettres","62","509","2","0","297","50.595559999999999","2.3422200000000002"
"Liévin","62","510","7","0","32328","50.422499999999999","2.7782"
"Lignereuil","62","511","1","0","153","50.29083","2.4708299999999999"
"Ligny-lès-Aire","62","512","2","0","629","50.55639","2.3458299999999999"
"Ligny-sur-Canche","62","513","1","0","200","50.284170000000003","2.25806"
"Ligny-Saint-Flochel","62","514","1","0","250","50.358330000000002","2.42889"
"Ligny-Thilloy","62","515","1","0","590","50.084440000000001","2.8252799999999998"
"Lillers","62","516","2","0","10189","50.563609999999997","2.4819399999999998"
"Linghem","62","517","2","0","215","50.594169999999998","2.3708300000000002"
"Linzeux","62","518","1","0","170","50.341670000000001","2.20472"
"Lisbourg","62","519","1","0","578","50.50694","2.2169400000000001"
"Locon","62","520","2","0","2366","50.570279999999997","2.6666699999999999"
"Loge","62","521","4","3","197","50.407200000000003","2.0339"
"Loison-sur-Créquoise","62","522","4","0","246","50.439169999999997","1.9225000000000001"
"Loison-sous-Lens","62","523","7","0","5346","50.438330000000001","2.8525"
"Longfossé","62","524","3","0","1427","50.651940000000003","1.8055600000000001"
